Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
TP53_GOF	CASTOR1	MAP7D2	0.150	0.322	-0.173	0.000
TP53_GOF	CASTOR1	PLA2G4C	0.132	0.257	-0.125	0.001
TP53_GOF	CASTOR1	SNX33	0.257	0.402	-0.145	0.000
TP53_GOF	CASTOR3	COMTD1	0.226	0.338	-0.112	0.001
TP53_GOF	CASTOR3	H2BC5	0.163	0.287	-0.124	0.001
TP53_GOF	CASTOR3	TMEM154	0.156	0.308	-0.152	0.001
TP53_GOF	CATSPER3	CFAP77	0.147	0.261	-0.114	0.001
TP53_GOF	CATSPER3	OR7E24	0.202	0.314	-0.112	0.000
TP53_GOF	CATSPER4	IFI6	0.160	0.274	-0.115	0.000
TP53_GOF	CATSPERG	IGF2R	0.108	0.252	-0.144	0.000
TP53_GOF	CATSPERG	RABAC1	0.178	0.286	-0.108	0.002
TP53_GOF	CATSPERG	ZNF503	0.141	0.252	-0.112	0.001
TP53_GOF	CBFA2T2	LIMS1	0.148	0.259	-0.110	0.000
TP53_GOF	CBFA2T3	SMIM6	0.155	0.302	-0.146	0.000
TP53_GOF	CBLIF	RRP9	0.192	0.294	-0.103	0.000
TP53_GOF	CBLIF	TSPAN17	0.166	0.278	-0.112	0.001
TP53_GOF	CBLIF	WDR61	0.133	0.250	-0.117	0.000
TP53_GOF	CBLL1	OR13D1	0.160	0.273	-0.113	0.000
TP53_GOF	CBLL1	POLR3E	0.182	0.297	-0.115	0.002
TP53_GOF	CBLL2	IL15RA	0.263	0.108	0.155	0.000
TP53_GOF	CBLN1	CEACAM16	0.145	0.273	-0.128	0.000
TP53_GOF	CBLN3	OR13C5	0.294	0.193	0.101	0.000
TP53_GOF	CBLN3	RCC1	0.273	0.171	0.102	0.002
TP53_GOF	CBS	VMP1	0.164	0.272	-0.108	0.000
TP53_GOF	CBWD1	CHGA	0.313	0.157	0.156	0.002
TP53_GOF	CBWD1	CST11	0.137	0.277	-0.140	0.000
TP53_GOF	CBWD1	FANCF	0.268	0.384	-0.116	0.000
TP53_GOF	CBWD1	IL17RA	0.159	0.269	-0.111	0.000
TP53_GOF	CBWD1	LTBP1	0.162	0.273	-0.111	0.000
TP53_GOF	CBWD1	MATN1	0.172	0.279	-0.108	0.000
TP53_GOF	CBWD1	MEFV	0.147	0.256	-0.109	0.001
TP53_GOF	CBWD2	HTN1	0.217	0.322	-0.105	0.002
TP53_GOF	CBWD2	ZNF823	0.147	0.270	-0.123	0.000
TP53_GOF	CBWD6	PGAM1	0.151	0.252	-0.102	0.001
TP53_GOF	CBWD6	PRPF38A	0.173	0.299	-0.126	0.000
TP53_GOF	CBX1	LAIR1	0.135	0.263	-0.128	0.001
TP53_GOF	CBX1	UPF1	0.205	0.321	-0.116	0.000
TP53_GOF	CBX7	UNC13D	0.177	0.283	-0.107	0.000
TP53_GOF	CBX8	ZNRF4	0.152	0.292	-0.140	0.001
TP53_GOF	CBY3	RNF6	0.144	0.254	-0.110	0.002
TP53_GOF	CC2D1B	PLBD2	0.168	0.277	-0.109	0.000
TP53_GOF	CC2D2A	EPM2AIP1	0.149	0.260	-0.110	0.000
TP53_GOF	CC2D2A	KBTBD6	0.132	0.276	-0.145	0.000
TP53_GOF	CC2D2A	PTPRT	0.140	0.284	-0.144	0.000
TP53_GOF	CC2D2A	SMIM7	0.209	0.333	-0.124	0.000
TP53_GOF	CC2D2B	KBTBD6	0.174	0.290	-0.116	0.000
TP53_GOF	CC2D2B	OCIAD2	0.208	0.309	-0.101	0.000
TP53_GOF	CC2D2B	UBL3	0.188	0.291	-0.102	0.001
TP53_GOF	CCDC107	FRG1	0.314	0.458	-0.144	0.000
TP53_GOF	CCDC107	ICAM5	0.202	0.323	-0.121	0.000
TP53_GOF	CCDC107	NDUFA7	0.257	0.358	-0.101	0.000
TP53_GOF	CCDC107	NDUFS3	0.160	0.267	-0.107	0.002
TP53_GOF	CCDC107	NUDT22	0.132	0.270	-0.138	0.002
TP53_GOF	CCDC107	RILPL2	0.168	0.290	-0.122	0.000
TP53_GOF	CCDC107	SDHAF1	0.337	0.439	-0.102	0.001
TP53_GOF	CCDC107	TYMP	0.241	0.369	-0.128	0.000
TP53_GOF	CCDC107	UHMK1	0.176	0.295	-0.119	0.002
TP53_GOF	CCDC110	CIB1	0.164	0.267	-0.103	0.000
TP53_GOF	CCDC110	EDN1	0.141	0.265	-0.124	0.000
TP53_GOF	CCDC110	SPTA1	0.159	0.281	-0.122	0.000
TP53_GOF	CCDC110	ZSCAN23	0.130	0.268	-0.138	0.000
TP53_GOF	CCDC114	ENTPD2	0.154	0.301	-0.146	0.000
TP53_GOF	CCDC114	KRT15	0.172	0.285	-0.114	0.000
TP53_GOF	CCDC114	TMEM54	0.160	0.261	-0.102	0.002
TP53_GOF	CCDC114	YIPF6	0.197	0.303	-0.106	0.002
TP53_GOF	CCDC115	EIF6	0.243	0.351	-0.108	0.000
TP53_GOF	CCDC116	NPAS4	0.187	0.298	-0.111	0.001
TP53_GOF	CCDC117	NUDT19	0.258	0.363	-0.106	0.000
TP53_GOF	CCDC117	PI4K2A	0.162	0.271	-0.108	0.000
TP53_GOF	CCDC117	PLAU	0.150	0.256	-0.106	0.001
TP53_GOF	CCDC117	PROCA1	0.179	0.279	-0.100	0.000
TP53_GOF	CCDC117	TERF1	0.176	0.277	-0.101	0.002
TP53_GOF	CCDC117	TOR1AIP1	0.192	0.291	-0.100	0.001
TP53_GOF	CCDC117	TTLL11	0.132	0.271	-0.139	0.000
TP53_GOF	CCDC117	TTLL3	0.174	0.289	-0.116	0.001
TP53_GOF	CCDC12	ZNF195	0.154	0.310	-0.156	0.000
TP53_GOF	CCDC122	EFCAB13	0.260	0.143	0.117	0.000
TP53_GOF	CCDC122	SMPX	0.254	0.154	0.100	0.000
TP53_GOF	CCDC122	SNPH	0.195	0.296	-0.101	0.001
TP53_GOF	CCDC122	SPG11	0.132	0.251	-0.119	0.000
TP53_GOF	CCDC122	WTIP	0.289	0.186	0.104	0.000
TP53_GOF	CCDC126	ZC3H12B	0.127	0.257	-0.131	0.000
TP53_GOF	CCDC137	SOD2	0.142	0.249	-0.107	0.001
TP53_GOF	CCDC138	PCMT1	0.144	0.253	-0.108	0.000
TP53_GOF	CCDC14	EHD2	0.126	0.252	-0.125	0.001
TP53_GOF	CCDC14	LIMA1	0.102	0.268	-0.166	0.002
TP53_GOF	CCDC14	RPUSD3	0.155	0.263	-0.107	0.000
TP53_GOF	CCDC142	RABAC1	0.124	0.262	-0.138	0.000
TP53_GOF	CCDC142	VCPKMT	0.125	0.266	-0.141	0.000
TP53_GOF	CCDC144A	KIF11	0.252	0.367	-0.115	0.000
TP53_GOF	CCDC146	TRPC7	0.140	0.249	-0.109	0.000
TP53_GOF	CCDC152	POLR2H	0.154	0.260	-0.106	0.000
TP53_GOF	CCDC153	SNTA1	0.153	0.255	-0.101	0.000
TP53_GOF	CCDC159	CSDE1	0.137	0.260	-0.123	0.000
TP53_GOF	CCDC159	LSM2	0.206	0.306	-0.100	0.001
TP53_GOF	CCDC159	PLG	0.210	0.311	-0.101	0.000
TP53_GOF	CCDC159	PSMA3	0.201	0.313	-0.112	0.001
TP53_GOF	CCDC159	PSMA6	0.236	0.365	-0.129	0.000
TP53_GOF	CCDC159	RND1	0.174	0.300	-0.126	0.000
TP53_GOF	CCDC160	DDX24	0.173	0.287	-0.114	0.002
TP53_GOF	CCDC160	PLPP2	0.173	0.290	-0.117	0.000
TP53_GOF	CCDC166	SGO1	0.150	0.257	-0.107	0.000
TP53_GOF	CCDC166	ZNF490	0.137	0.268	-0.132	0.000
TP53_GOF	CCDC173	LSP1	0.155	0.258	-0.103	0.001
TP53_GOF	CCDC174	MBL2	0.146	0.254	-0.108	0.000
TP53_GOF	CCDC174	TAF1L	0.166	0.266	-0.100	0.002
TP53_GOF	CCDC174	ZNF229	0.160	0.306	-0.146	0.000
TP53_GOF	CCDC177	INPP5F	0.145	0.252	-0.108	0.001
TP53_GOF	CCDC178	KRTAP22-2	0.202	0.331	-0.129	0.000
TP53_GOF	CCDC178	NANOS2	0.143	0.276	-0.133	0.000
TP53_GOF	CCDC178	NFKBID	0.203	0.313	-0.110	0.002
TP53_GOF	CCDC180	SNU13	0.197	0.299	-0.102	0.002
TP53_GOF	CCDC182	MTRNR2L4	0.161	0.264	-0.102	0.000
TP53_GOF	CCDC182	NUP93	0.127	0.265	-0.137	0.001
TP53_GOF	CCDC184	CTXN1	0.135	0.249	-0.114	0.000
TP53_GOF	CCDC189	MTDH	0.190	0.306	-0.117	0.001
TP53_GOF	CCDC189	TP53INP2	0.165	0.279	-0.114	0.000
TP53_GOF	CCDC189	YWHAG	0.189	0.292	-0.103	0.002
TP53_GOF	CCDC191	SMC6	0.256	0.154	0.102	0.000
TP53_GOF	CCDC198	SELENON	0.144	0.260	-0.116	0.000
TP53_GOF	CCDC22	TFAP2A	0.204	0.318	-0.115	0.002
TP53_GOF	CCDC28A	CFC1B	0.145	0.252	-0.107	0.001
TP53_GOF	CCDC3	LDLRAD1	0.175	0.315	-0.141	0.002
TP53_GOF	CCDC30	MVP	0.247	0.355	-0.108	0.000
TP53_GOF	CCDC30	SDHAF1	0.312	0.413	-0.102	0.002
TP53_GOF	CCDC30	TSNAX	0.175	0.275	-0.100	0.002
TP53_GOF	CCDC42	OR2K2	0.183	0.284	-0.101	0.001
TP53_GOF	CCDC42	STEAP1	0.225	0.325	-0.101	0.001
TP53_GOF	CCDC47	DHODH	0.264	0.157	0.108	0.000
TP53_GOF	CCDC47	GCLC	0.292	0.170	0.122	0.000
TP53_GOF	CCDC47	NKTR	0.173	0.279	-0.107	0.000
TP53_GOF	CCDC50	PRX	0.152	0.259	-0.107	0.002
TP53_GOF	CCDC50	RAP2A	0.214	0.341	-0.127	0.002
TP53_GOF	CCDC50	RHOQ	0.150	0.267	-0.117	0.000
TP53_GOF	CCDC54	POLR3F	0.168	0.276	-0.108	0.001
TP53_GOF	CCDC54	SFTPA2	0.155	0.273	-0.118	0.000
TP53_GOF	CCDC58	COL9A1	0.150	0.268	-0.118	0.001
TP53_GOF	CCDC58	CRYGD	0.142	0.251	-0.109	0.000
TP53_GOF	CCDC58	TBC1D16	0.206	0.320	-0.115	0.000
TP53_GOF	CCDC6	CHEK2	0.257	0.368	-0.110	0.000
TP53_GOF	CCDC61	MIS18A	0.179	0.279	-0.101	0.002
TP53_GOF	CCDC62	GPR18	0.259	0.373	-0.114	0.000
TP53_GOF	CCDC62	MSRB1	0.254	0.355	-0.102	0.002
TP53_GOF	CCDC62	RILP	0.143	0.277	-0.134	0.000
TP53_GOF	CCDC62	SLC9A3R1	0.261	0.377	-0.116	0.000
TP53_GOF	CCDC62	ZNF69	0.132	0.262	-0.130	0.001
TP53_GOF	CCDC62	ZNF747	0.200	0.302	-0.102	0.001
TP53_GOF	CCDC68	CPA6	0.163	0.274	-0.111	0.000
TP53_GOF	CCDC71	CCDC85B	0.171	0.277	-0.106	0.001
TP53_GOF	CCDC71	COMTD1	0.166	0.277	-0.111	0.001
TP53_GOF	CCDC71	DGCR6	0.154	0.260	-0.106	0.001
TP53_GOF	CCDC71	FAAP20	0.163	0.277	-0.114	0.002
TP53_GOF	CCDC71	FAM76B	0.194	0.326	-0.131	0.002
TP53_GOF	CCDC71	NIPSNAP1	0.226	0.345	-0.119	0.000
TP53_GOF	CCDC71	PI4K2A	0.162	0.266	-0.104	0.002
TP53_GOF	CCDC71L	CNIH1	0.178	0.281	-0.104	0.001
TP53_GOF	CCDC71L	FGFBP3	0.179	0.298	-0.120	0.000
TP53_GOF	CCDC78	FAM91A1	0.147	0.248	-0.101	0.000
TP53_GOF	CCDC78	VANGL2	0.190	0.307	-0.117	0.000
TP53_GOF	CCDC80	COPZ1	0.143	0.263	-0.120	0.001
TP53_GOF	CCDC80	GTF2I	0.148	0.257	-0.109	0.001
TP53_GOF	CCDC80	RRM2	0.138	0.250	-0.113	0.001
TP53_GOF	CCDC85A	CYP2C19	0.150	0.255	-0.104	0.002
TP53_GOF	CCDC85B	EID1	0.192	0.309	-0.118	0.000
TP53_GOF	CCDC85B	TMEM214	0.253	0.353	-0.100	0.001
TP53_GOF	CCDC88A	SCFD1	0.132	0.256	-0.125	0.000
TP53_GOF	CCDC88B	CHORDC1	0.136	0.270	-0.134	0.000
TP53_GOF	CCDC89	HIVEP3	0.172	0.279	-0.107	0.000
TP53_GOF	CCDC91	RHOD	0.120	0.248	-0.128	0.000
TP53_GOF	CCDC91	SETD7	0.139	0.259	-0.119	0.001
TP53_GOF	CCDC91	TAS2R31	0.227	0.331	-0.105	0.000
TP53_GOF	CCDC91	ZNF728	0.320	0.193	0.128	0.001
TP53_GOF	CCDC92	IFITM10	0.239	0.338	-0.100	0.002
TP53_GOF	CCDC92	MFSD4B	0.205	0.305	-0.100	0.001
TP53_GOF	CCDC92	PPEF1	0.340	0.449	-0.109	0.000
TP53_GOF	CCDC92	SIPA1L1	0.165	0.284	-0.119	0.000
TP53_GOF	CCDC93	CD1E	0.198	0.305	-0.107	0.001
TP53_GOF	CCDC93	PTPN1	0.189	0.289	-0.100	0.000
TP53_GOF	CCDC96	NIT1	0.142	0.282	-0.140	0.002
TP53_GOF	CCIN	TMPRSS9	0.153	0.278	-0.125	0.001
TP53_GOF	CCKBR	SHC3	0.164	0.264	-0.100	0.000
TP53_GOF	CCL1	DENND2A	0.177	0.304	-0.128	0.000
TP53_GOF	CCL1	DKK1	0.210	0.320	-0.109	0.002
TP53_GOF	CCL11	GAP43	0.143	0.250	-0.107	0.001
TP53_GOF	CCL16	COL8A1	0.190	0.295	-0.105	0.001
TP53_GOF	CCL16	ERP27	0.212	0.317	-0.105	0.001
TP53_GOF	CCL16	FFAR1	0.147	0.262	-0.116	0.000
TP53_GOF	CCL16	GEMIN8	0.174	0.306	-0.132	0.000
TP53_GOF	CCL16	RAPGEF4	0.160	0.262	-0.102	0.001
TP53_GOF	CCL16	SNRPD1	0.294	0.397	-0.103	0.000
TP53_GOF	CCL16	TCP11	0.125	0.257	-0.132	0.000
TP53_GOF	CCL17	GUCY2D	0.203	0.306	-0.103	0.001
TP53_GOF	CCL17	PFKM	0.143	0.260	-0.117	0.000
TP53_GOF	CCL17	STAT4	0.159	0.271	-0.111	0.000
TP53_GOF	CCL17	TCEA3	0.337	0.443	-0.106	0.000
TP53_GOF	CCL2	FFAR3	0.146	0.251	-0.105	0.000
TP53_GOF	CCL23	PSMD11	0.152	0.253	-0.102	0.002
TP53_GOF	CCL23	TCP10	0.149	0.254	-0.105	0.000
TP53_GOF	CCL26	CCT3	0.279	0.380	-0.101	0.001
TP53_GOF	CCL27	ETV7	0.161	0.262	-0.101	0.001
TP53_GOF	CCL5	ZNF425	0.201	0.315	-0.114	0.002
TP53_GOF	CCL7	GLT1D1	0.146	0.259	-0.113	0.000
TP53_GOF	CCL7	KRTAP10-11	0.206	0.310	-0.104	0.000
TP53_GOF	CCL7	RFESD	0.216	0.317	-0.101	0.000
TP53_GOF	CCL8	PCDHB10	0.141	0.258	-0.117	0.000
TP53_GOF	CCN2	TTC39B	0.170	0.278	-0.108	0.000
TP53_GOF	CCN5	CPZ	0.166	0.274	-0.108	0.001
TP53_GOF	CCN5	SYNGAP1	0.143	0.265	-0.122	0.000
TP53_GOF	CCNA1	OR10A2	0.189	0.290	-0.101	0.001
TP53_GOF	CCNA1	SCGB3A2	0.128	0.257	-0.129	0.001
TP53_GOF	CCNB2	CD1E	0.142	0.257	-0.115	0.000
TP53_GOF	CCNB2	DSTN	0.142	0.265	-0.123	0.000
TP53_GOF	CCNB2	TMSB4X	0.215	0.324	-0.108	0.000
TP53_GOF	CCNB3	DENND1C	0.157	0.270	-0.113	0.001
TP53_GOF	CCNB3	DYDC2	0.160	0.278	-0.117	0.000
TP53_GOF	CCNC	HDAC8	0.149	0.253	-0.104	0.001
TP53_GOF	CCND3	MRPL27	0.154	0.262	-0.109	0.000
TP53_GOF	CCND3	NDUFA7	0.170	0.273	-0.103	0.002
TP53_GOF	CCND3	PTGES2	0.155	0.266	-0.111	0.001
TP53_GOF	CCND3	RPUSD3	0.170	0.283	-0.112	0.000
TP53_GOF	CCND3	STK17A	0.174	0.277	-0.103	0.000
TP53_GOF	CCNDBP1	FOXJ1	0.161	0.263	-0.102	0.001
TP53_GOF	CCNH	DR1	0.120	0.257	-0.137	0.000
TP53_GOF	CCNH	NCAPD3	0.197	0.345	-0.148	0.000
TP53_GOF	CCNI	R3HDM2	0.157	0.263	-0.105	0.001
TP53_GOF	CCNJ	MMP10	0.197	0.300	-0.103	0.001
TP53_GOF	CCNJ	PLG	0.162	0.261	-0.100	0.000
TP53_GOF	CCNJ	SH3D21	0.192	0.293	-0.101	0.000
TP53_GOF	CCNJL	RPUSD2	0.184	0.300	-0.116	0.001
TP53_GOF	CCNK	CD53	0.215	0.315	-0.100	0.000
TP53_GOF	CCNK	NMI	0.164	0.264	-0.100	0.001
TP53_GOF	CCNK	ZNF385D	0.147	0.257	-0.110	0.000
TP53_GOF	CCNL1	MYCN	0.195	0.310	-0.115	0.001
TP53_GOF	CCNO	JPT2	0.164	0.279	-0.115	0.000
TP53_GOF	CCNT2	ORAI3	0.207	0.329	-0.122	0.000
TP53_GOF	CCP110	GSDMA	0.187	0.297	-0.110	0.000
TP53_GOF	CCR1	ZCCHC18	0.146	0.269	-0.123	0.000
TP53_GOF	CCR10	IL1RAP	0.180	0.288	-0.108	0.001
TP53_GOF	CCR4	LSM4	0.124	0.248	-0.124	0.000
TP53_GOF	CCR7	RBMX2	0.139	0.251	-0.112	0.000
TP53_GOF	CCR8	NUTF2	0.116	0.257	-0.141	0.000
TP53_GOF	CCRL2	MAIP1	0.166	0.275	-0.109	0.000
TP53_GOF	CCRL2	TMCO1	0.208	0.316	-0.107	0.002
TP53_GOF	CCSAP	FANCF	0.225	0.353	-0.128	0.001
TP53_GOF	CCSAP	NSMCE3	0.123	0.249	-0.125	0.000
TP53_GOF	CCT2	LTO1	0.350	0.250	0.100	0.001
TP53_GOF	CCT3	FIZ1	0.158	0.298	-0.140	0.000
TP53_GOF	CCT3	OR4D10	0.202	0.311	-0.109	0.000
TP53_GOF	CCT3	OR5B2	0.181	0.283	-0.102	0.002
TP53_GOF	CCT3	SMOX	0.180	0.310	-0.130	0.000
TP53_GOF	CCT5	SUN5	0.277	0.171	0.106	0.000
TP53_GOF	CCT6A	CHCHD4	0.205	0.323	-0.118	0.001
TP53_GOF	CCT6A	COPS3	0.308	0.410	-0.102	0.000
TP53_GOF	CCT6A	COPS4	0.148	0.263	-0.115	0.000
TP53_GOF	CCT6A	DEFA4	0.138	0.259	-0.121	0.000
TP53_GOF	CCT6A	EXOSC9	0.280	0.381	-0.101	0.000
TP53_GOF	CCT6A	G6PC2	0.161	0.280	-0.119	0.000
TP53_GOF	CCT6A	HP	0.449	0.559	-0.111	0.000
TP53_GOF	CCT6A	LGALS16	0.257	0.372	-0.116	0.000
TP53_GOF	CCT6A	OR5P3	0.170	0.281	-0.111	0.002
TP53_GOF	CCT6A	PHB	0.322	0.438	-0.116	0.000
TP53_GOF	CCT6A	RND1	0.149	0.272	-0.123	0.002
TP53_GOF	CCT6A	RPS2	0.503	0.606	-0.103	0.000
TP53_GOF	CCT6A	SDAD1	0.138	0.249	-0.111	0.002
TP53_GOF	CCT6A	SERPINA7	0.174	0.274	-0.100	0.002
TP53_GOF	CCT6A	SGO1	0.328	0.447	-0.119	0.000
TP53_GOF	CCT6A	TAS2R42	0.177	0.299	-0.122	0.000
TP53_GOF	CCT6A	TUBGCP2	0.270	0.375	-0.106	0.001
TP53_GOF	CCT6A	UPF1	0.171	0.286	-0.115	0.002
TP53_GOF	CCT6A	ZC4H2	0.185	0.290	-0.105	0.000
TP53_GOF	CCT8	CLDN4	0.151	0.258	-0.106	0.002
TP53_GOF	CCT8	PLG	0.314	0.414	-0.100	0.002
TP53_GOF	CCT8	ZNF823	0.134	0.256	-0.122	0.000
TP53_GOF	CD109	FAM221A	0.155	0.277	-0.122	0.001
TP53_GOF	CD109	POLL	0.109	0.251	-0.141	0.000
TP53_GOF	CD109	VEGFA	0.149	0.252	-0.104	0.001
TP53_GOF	CD151	COPE	0.196	0.302	-0.106	0.001
TP53_GOF	CD164	FBXO36	0.170	0.314	-0.144	0.000
TP53_GOF	CD164	GRID2	0.221	0.323	-0.101	0.002
TP53_GOF	CD19	NAGS	0.156	0.259	-0.103	0.000
TP53_GOF	CD1A	NDOR1	0.166	0.285	-0.119	0.000
TP53_GOF	CD1C	LIN37	0.189	0.301	-0.112	0.000
TP53_GOF	CD1E	COPA	0.175	0.280	-0.105	0.001
TP53_GOF	CD1E	CYFIP1	0.211	0.323	-0.112	0.001
TP53_GOF	CD1E	GNL2	0.181	0.289	-0.108	0.001
TP53_GOF	CD1E	MED4	0.281	0.407	-0.127	0.000
TP53_GOF	CD1E	PGLYRP3	0.167	0.271	-0.104	0.000
TP53_GOF	CD1E	PIRT	0.189	0.289	-0.100	0.001
TP53_GOF	CD1E	POLR3B	0.232	0.363	-0.131	0.000
TP53_GOF	CD1E	PRPF4	0.187	0.290	-0.103	0.000
TP53_GOF	CD1E	SCN3A	0.145	0.255	-0.111	0.000
TP53_GOF	CD1E	SEC13	0.190	0.291	-0.101	0.002
TP53_GOF	CD1E	SKP1	0.249	0.363	-0.114	0.000
TP53_GOF	CD1E	SPDL1	0.205	0.326	-0.121	0.000
TP53_GOF	CD1E	UGT2B11	0.155	0.257	-0.102	0.001
TP53_GOF	CD1E	ZNF383	0.183	0.306	-0.122	0.000
TP53_GOF	CD1E	ZNF479	0.205	0.312	-0.107	0.000
TP53_GOF	CD1E	ZNF490	0.135	0.255	-0.120	0.000
TP53_GOF	CD1E	ZNF573	0.223	0.338	-0.115	0.000
TP53_GOF	CD200R1	ZBTB41	0.154	0.261	-0.107	0.000
TP53_GOF	CD200R1L	ZFP37	0.175	0.293	-0.118	0.001
TP53_GOF	CD274	RPEL1	0.135	0.258	-0.123	0.000
TP53_GOF	CD2BP2	CXCL6	0.177	0.278	-0.101	0.002
TP53_GOF	CD2BP2	OR4C6	0.177	0.287	-0.110	0.001
TP53_GOF	CD300A	FAM183A	0.181	0.280	-0.100	0.000
TP53_GOF	CD300C	HPR	0.173	0.279	-0.106	0.002
TP53_GOF	CD300C	LILRB3	0.154	0.259	-0.104	0.001
TP53_GOF	CD300LD	RBM43	0.123	0.248	-0.125	0.001
TP53_GOF	CD320	GON7	0.151	0.272	-0.121	0.000
TP53_GOF	CD38	GSTM3	0.227	0.326	-0.100	0.002
TP53_GOF	CD38	HSD11B2	0.135	0.252	-0.118	0.000
TP53_GOF	CD38	LCMT2	0.162	0.303	-0.141	0.000
TP53_GOF	CD38	MICALL2	0.136	0.280	-0.144	0.000
TP53_GOF	CD38	NISCH	0.165	0.266	-0.101	0.002
TP53_GOF	CD38	PAPPA	0.177	0.290	-0.113	0.001
TP53_GOF	CD38	PLXNB1	0.161	0.266	-0.106	0.000
TP53_GOF	CD38	PRDX4	0.172	0.279	-0.107	0.000
TP53_GOF	CD3D	CHI3L2	0.157	0.272	-0.116	0.000
TP53_GOF	CD3D	IQCF6	0.209	0.315	-0.106	0.002
TP53_GOF	CD3G	ICA1	0.145	0.280	-0.135	0.000
TP53_GOF	CD3G	LEMD1	0.150	0.259	-0.109	0.001
TP53_GOF	CD3G	MPRIP	0.150	0.260	-0.110	0.000
TP53_GOF	CD3G	OR52E4	0.155	0.287	-0.131	0.000
TP53_GOF	CD3G	PAF1	0.193	0.299	-0.106	0.001
TP53_GOF	CD3G	TMC5	0.186	0.299	-0.113	0.002
TP53_GOF	CD3G	TMEM192	0.171	0.297	-0.126	0.000
TP53_GOF	CD3G	TRPV1	0.144	0.249	-0.105	0.002
TP53_GOF	CD40	LRRC74A	0.126	0.280	-0.155	0.001
TP53_GOF	CD48	PHF10	0.109	0.259	-0.151	0.000
TP53_GOF	CD5	PALMD	0.150	0.259	-0.109	0.000
TP53_GOF	CD53	CKAP5	0.198	0.307	-0.109	0.001
TP53_GOF	CD53	CRHBP	0.263	0.372	-0.108	0.002
TP53_GOF	CD53	DNTT	0.187	0.297	-0.110	0.000
TP53_GOF	CD53	FOXI2	0.201	0.327	-0.126	0.000
TP53_GOF	CD53	ITGAD	0.141	0.263	-0.122	0.000
TP53_GOF	CD53	ITGB5	0.163	0.263	-0.100	0.001
TP53_GOF	CD53	KAT8	0.172	0.279	-0.107	0.001
TP53_GOF	CD53	KCNE2	0.125	0.256	-0.130	0.000
TP53_GOF	CD53	KNL1	0.236	0.382	-0.146	0.000
TP53_GOF	CD53	KSR2	0.261	0.384	-0.123	0.000
TP53_GOF	CD53	LSM6	0.187	0.292	-0.105	0.000
TP53_GOF	CD53	NEXMIF	0.255	0.368	-0.113	0.000
TP53_GOF	CD53	NUF2	0.187	0.316	-0.128	0.000
TP53_GOF	CD53	OR14J1	0.187	0.320	-0.132	0.000
TP53_GOF	CD53	OTOA	0.267	0.406	-0.138	0.000
TP53_GOF	CD53	PCBP3	0.143	0.254	-0.110	0.000
TP53_GOF	CD53	PIGR	0.195	0.302	-0.107	0.000
TP53_GOF	CD53	PLIN1	0.173	0.277	-0.104	0.000
TP53_GOF	CD53	PMP2	0.159	0.289	-0.130	0.000
TP53_GOF	CD53	PROKR1	0.249	0.363	-0.113	0.001
TP53_GOF	CD53	PRPF4	0.142	0.255	-0.113	0.001
TP53_GOF	CD53	PSMD11	0.235	0.370	-0.135	0.000
TP53_GOF	CD53	SHLD2	0.129	0.278	-0.149	0.000
TP53_GOF	CD53	SLC4A9	0.220	0.336	-0.116	0.000
TP53_GOF	CD53	SUMO4	0.172	0.279	-0.108	0.002
TP53_GOF	CD53	TAT	0.147	0.260	-0.113	0.001
TP53_GOF	CD53	TIAF1	0.152	0.284	-0.132	0.000
TP53_GOF	CD53	ZNF490	0.214	0.320	-0.106	0.001
TP53_GOF	CD55	CYP2J2	0.126	0.271	-0.145	0.000
TP53_GOF	CD58	CDC42BPB	0.143	0.254	-0.111	0.001
TP53_GOF	CD6	PGAM1	0.152	0.258	-0.107	0.000
TP53_GOF	CD6	PIK3CD	0.126	0.249	-0.123	0.001
TP53_GOF	CD63	EFNA2	0.141	0.250	-0.109	0.002
TP53_GOF	CD68	TSPAN4	0.215	0.319	-0.103	0.001
TP53_GOF	CD79A	IGLL1	0.191	0.378	-0.187	0.000
TP53_GOF	CD80	PARVG	0.144	0.255	-0.111	0.000
TP53_GOF	CD81	IRF2	0.136	0.269	-0.133	0.000
TP53_GOF	CD82	HNRNPCL1	0.121	0.252	-0.131	0.000
TP53_GOF	CD82	POTEI	0.152	0.277	-0.125	0.001
TP53_GOF	CD82	SHC3	0.139	0.253	-0.114	0.000
TP53_GOF	CD82	SREK1IP1	0.145	0.260	-0.115	0.001
TP53_GOF	CD82	ZNF571	0.177	0.287	-0.110	0.000
TP53_GOF	CD86	OR10K2	0.254	0.360	-0.107	0.001
TP53_GOF	CD86	WTAP	0.234	0.334	-0.100	0.001
TP53_GOF	CD8B	HS3ST6	0.168	0.272	-0.104	0.001
TP53_GOF	CD8B	MUC5B	0.207	0.309	-0.102	0.000
TP53_GOF	CD8B	OR14J1	0.179	0.300	-0.121	0.001
TP53_GOF	CD8B	OR4D1	0.174	0.277	-0.103	0.002
TP53_GOF	CD8B	OTOG	0.221	0.330	-0.109	0.001
TP53_GOF	CD8B	PDE11A	0.145	0.252	-0.107	0.001
TP53_GOF	CD8B	STK32A	0.142	0.251	-0.109	0.002
TP53_GOF	CD8B	TMC1	0.188	0.297	-0.109	0.001
TP53_GOF	CD9	KCNC2	0.174	0.292	-0.118	0.001
TP53_GOF	CD9	NR5A1	0.193	0.305	-0.112	0.000
