Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
liposarcoma	NAV3	RASSF9	0.292	0.163	0.129	0.000
liposarcoma	NR2C1	PLCXD3	0.260	0.074	0.186	0.000
liposarcoma	NR2C1	SIM2	0.252	0.147	0.105	0.000
liposarcoma	OOEP	SLC4A8	0.277	0.133	0.144	0.001
lung	ADTRP	UBE2U	0.273	0.377	-0.104	0.001
lung	C11orf53	POU2F3	0.330	0.042	0.288	0.000
lung	MAGEB4	NKX2-1	0.155	0.258	-0.103	0.000
lung	NFE2L2	SUCO	0.259	0.159	0.100	0.000
lymphocyte	ATP1B3	CCNT1	0.255	0.151	0.104	0.000
lymphocyte	ATP1B3	FAR1	0.300	0.196	0.104	0.000
lymphocyte	ATP1B3	ITSN2	0.321	0.221	0.100	0.000
lymphocyte	BATF3	IKZF1	0.352	0.161	0.191	0.000
lymphocyte	BATF3	IRF4	0.328	0.212	0.116	0.000
lymphocyte	BATF3	STAT3	0.302	0.074	0.228	0.000
lymphocyte	BCL6	CYB561A3	0.286	-0.145	0.431	0.000
lymphocyte	BCL6	EBF1	0.270	-0.012	0.282	0.000
lymphocyte	BCL6	MEF2B	0.369	0.030	0.340	0.000
lymphocyte	BCL6	PAX5	0.248	-0.009	0.257	0.000
lymphocyte	BCL6	PSMB7	0.171	0.281	-0.109	0.000
lymphocyte	BCL6	RAC1	0.151	0.267	-0.116	0.000
lymphocyte	BCL6	SH3GL1	0.265	-0.005	0.270	0.000
lymphocyte	CCNT1	DOCK2	0.256	0.143	0.113	0.000
lymphocyte	CCNT1	EBF1	0.331	0.213	0.118	0.000
lymphocyte	CCNT1	ITSN2	0.284	0.166	0.118	0.000
lymphocyte	CCNT1	SH3GL1	0.260	0.139	0.121	0.000
lymphocyte	CD19	CD79A	0.303	0.155	0.149	0.000
lymphocyte	CD19	CD81	0.366	0.241	0.124	0.000
lymphocyte	CD19	CYB561A3	0.285	0.108	0.177	0.000
lymphocyte	CD19	EBF1	0.484	0.365	0.120	0.000
lymphocyte	CD19	PAX5	0.484	0.376	0.108	0.000
lymphocyte	CD19	SYK	0.520	0.404	0.116	0.000
lymphocyte	CD79A	CD79B	0.279	0.158	0.121	0.000
lymphocyte	CD79A	EBF1	0.268	0.087	0.180	0.000
lymphocyte	CD79A	PAX5	0.323	0.141	0.182	0.000
lymphocyte	CD79A	SYK	0.299	0.178	0.121	0.001
lymphocyte	CD81	EBF1	0.402	0.292	0.110	0.000
lymphocyte	CD81	PAX5	0.351	0.238	0.113	0.000
lymphocyte	CD81	SYK	0.369	0.230	0.139	0.000
lymphocyte	CYB561A3	DENND4A	0.271	0.080	0.192	0.000
lymphocyte	CYB561A3	EBF1	0.382	0.052	0.330	0.000
lymphocyte	CYB561A3	MEF2B	0.380	-0.043	0.424	0.000
lymphocyte	CYB561A3	PAX5	0.387	0.087	0.300	0.000
lymphocyte	CYB561A3	POU2AF1	0.296	0.062	0.234	0.000
lymphocyte	CYB561A3	PPP1R32	0.211	0.323	-0.112	0.000
lymphocyte	CYB561A3	SH3GL1	0.307	0.005	0.302	0.000
lymphocyte	CYB561A3	TMEM138	0.290	0.460	-0.171	0.000
lymphocyte	DMXL1	EBF1	0.283	0.142	0.141	0.000
lymphocyte	DOCK2	EBF1	0.450	0.350	0.100	0.000
lymphocyte	DOCK2	ODC1	0.297	0.179	0.118	0.000
lymphocyte	DOCK2	PAX5	0.329	0.216	0.113	0.000
lymphocyte	EBF1	EXOC6	0.249	0.146	0.104	0.000
lymphocyte	EBF1	EZH2	0.270	0.163	0.107	0.000
lymphocyte	EBF1	FLVCR1	0.265	0.154	0.111	0.000
lymphocyte	EBF1	FNIP1	0.294	0.116	0.178	0.000
lymphocyte	EBF1	ITSN2	0.498	0.379	0.119	0.000
lymphocyte	EBF1	LDLRAP1	0.257	0.109	0.147	0.000
lymphocyte	EBF1	MBNL1	0.345	0.230	0.114	0.000
lymphocyte	EBF1	MEF2B	0.387	-0.026	0.413	0.000
lymphocyte	EBF1	ODC1	0.295	0.153	0.141	0.000
lymphocyte	EBF1	PAX5	0.635	0.499	0.136	0.000
lymphocyte	EBF1	PIK3CD	0.325	0.215	0.109	0.000
lymphocyte	EBF1	POU2AF1	0.391	0.149	0.242	0.000
lymphocyte	EBF1	POU2F2	0.311	0.099	0.212	0.000
lymphocyte	EBF1	RHOA	0.271	0.170	0.101	0.000
lymphocyte	EBF1	SH3GL1	0.437	0.266	0.171	0.000
lymphocyte	EBF1	SRM	0.271	0.152	0.118	0.000
lymphocyte	EBF1	TTC7A	0.322	0.128	0.194	0.000
lymphocyte	EZH2	ITSN2	0.256	0.156	0.100	0.000
lymphocyte	FNIP1	POU2AF1	0.310	0.181	0.129	0.000
lymphocyte	IKBKB	IKBKG	0.310	0.196	0.114	0.000
lymphocyte	IKZF1	STAT3	0.254	0.081	0.173	0.000
lymphocyte	IL13RA1	IL4R	0.335	0.041	0.294	0.001
lymphocyte	IL13RA1	STAT6	0.349	0.027	0.322	0.001
lymphocyte	IRF4	POU2AF1	0.547	0.693	-0.146	0.000
lymphocyte	ITSN2	MEF2B	0.327	-0.027	0.354	0.000
lymphocyte	ITSN2	PAX5	0.346	0.224	0.122	0.000
lymphocyte	ITSN2	POU2AF1	0.375	0.261	0.114	0.000
lymphocyte	ITSN2	SH3GL1	0.566	0.458	0.108	0.000
lymphocyte	MBNL1	PAX5	0.315	0.212	0.103	0.000
lymphocyte	MBNL1	SH3GL1	0.343	0.225	0.118	0.000
lymphocyte	MEF2B	PAX5	0.358	0.055	0.303	0.000
lymphocyte	MEF2B	POU2AF1	0.361	0.091	0.270	0.000
lymphocyte	MEF2B	POU2F2	0.350	0.090	0.260	0.000
lymphocyte	MEF2B	SH3GL1	0.350	0.039	0.311	0.000
lymphocyte	MEF2B	TTC7A	0.320	0.048	0.272	0.000
lymphocyte	NMNAT1	SH3GL1	0.394	0.289	0.105	0.000
lymphocyte	PAX5	POU2AF1	0.320	0.135	0.185	0.000
lymphocyte	PAX5	POU2F2	0.256	0.080	0.176	0.000
lymphocyte	PAX5	SH3GL1	0.356	0.176	0.180	0.000
lymphocyte	POU2AF1	POU2F2	0.352	0.214	0.138	0.000
lymphocyte	POU2AF1	SH3GL1	0.452	0.342	0.110	0.000
lymphocyte	POU2AF1	SLC38A1	0.288	0.144	0.144	0.000
lymphocyte	POU2AF1	TTC7A	0.253	0.096	0.156	0.000
lymphocyte	POU2F2	SH3GL1	0.295	0.118	0.177	0.000
lymphocyte	POU2F2	TTC7A	0.252	0.096	0.156	0.000
lymphocyte	SH3GL1	SLC20A1	0.266	0.159	0.106	0.000
medulloblastoma	NEUROD1	OTX2	0.339	0.184	0.155	0.000
melanoma	AHR	MITF	0.251	0.080	0.171	0.000
melanoma	BRAF	CRTC3	0.251	-0.062	0.312	0.000
melanoma	BRAF	DUSP4	0.477	0.053	0.424	0.000
melanoma	BRAF	MAP2K2	0.317	0.194	0.124	0.000
melanoma	BRAF	MAPK1	0.664	0.501	0.163	0.000
melanoma	BRAF	MITF	0.438	0.011	0.426	0.000
melanoma	BRAF	NFATC2	0.294	-0.038	0.332	0.000
melanoma	BRAF	PEA15	0.367	0.104	0.263	0.000
melanoma	BRAF	PPP2R2A	0.267	0.041	0.227	0.000
melanoma	BRAF	RAF1	0.124	0.296	-0.172	0.000
melanoma	BRAF	SOX10	0.591	0.088	0.502	0.000
melanoma	BRAF	SOX9	0.367	0.181	0.186	0.000
melanoma	BRAF	ZEB2	0.299	0.035	0.263	0.000
melanoma	COL23A1	MITF	0.273	0.116	0.158	0.000
melanoma	CRTC3	MITF	0.310	0.028	0.282	0.000
melanoma	CRTC3	SOX10	0.339	0.022	0.317	0.000
melanoma	CRTC3	TFAP2A	0.327	0.130	0.197	0.000
melanoma	DNAJC13	MTMR6	0.338	0.202	0.137	0.000
melanoma	DUSP10	DUSP4	0.260	0.125	0.134	0.000
melanoma	DUSP10	SOX10	0.251	0.099	0.153	0.000
melanoma	DUSP4	LCMT1	0.291	0.129	0.163	0.000
melanoma	DUSP4	MAPK1	0.328	-0.019	0.348	0.000
melanoma	DUSP4	MITF	0.396	-0.038	0.434	0.000
melanoma	DUSP4	NFATC2	0.270	0.006	0.265	0.000
melanoma	DUSP4	PEA15	0.403	0.112	0.291	0.000
melanoma	DUSP4	SOX10	0.526	0.140	0.386	0.000
melanoma	DUSP4	SOX9	0.356	0.211	0.145	0.000
melanoma	DUSP4	TFAP2A	0.268	0.095	0.173	0.000
melanoma	ELOA	MITF	0.291	0.076	0.215	0.000
melanoma	ELOA	SOX10	0.267	-0.011	0.278	0.000
melanoma	ELOA	ZEB2	0.256	0.141	0.115	0.000
melanoma	GPR3	MITF	0.248	0.101	0.146	0.000
melanoma	LCMT1	SOX10	0.248	0.014	0.234	0.000
melanoma	LIF	SLC39A1	0.376	0.254	0.122	0.000
melanoma	MAFF	SOX10	0.340	0.209	0.131	0.000
melanoma	MAP2K2	MAPK1	0.366	0.249	0.117	0.000
melanoma	MAPK1	MDM2	0.258	0.100	0.158	0.000
melanoma	MAPK1	MITF	0.368	0.026	0.343	0.000
melanoma	MAPK1	NFATC2	0.300	0.079	0.221	0.000
melanoma	MAPK1	PPP2R2A	0.262	0.108	0.154	0.000
melanoma	MAPK1	RAF1	0.263	0.402	-0.139	0.000
melanoma	MAPK1	SHOC2	0.205	0.399	-0.193	0.000
melanoma	MAPK1	SOX10	0.456	0.081	0.375	0.000
melanoma	MAPK1	SOX9	0.294	0.133	0.161	0.000
melanoma	MDM2	SOX10	0.296	0.103	0.193	0.000
melanoma	MITF	MTMR6	0.253	-0.008	0.261	0.000
melanoma	MITF	NFATC2	0.298	0.023	0.274	0.000
melanoma	MITF	PAX3	0.249	0.068	0.181	0.000
melanoma	MITF	PPP2R2A	0.248	0.011	0.237	0.000
melanoma	MITF	RASA4B	0.261	0.122	0.139	0.000
melanoma	MITF	SOX10	0.578	0.182	0.396	0.000
melanoma	MITF	SOX9	0.263	0.028	0.234	0.000
melanoma	MITF	TFAP2A	0.429	0.106	0.324	0.000
melanoma	MITF	ZEB2	0.261	-0.034	0.295	0.000
melanoma	NFATC2	SOX10	0.300	0.071	0.229	0.000
melanoma	PEA15	SOX10	0.337	0.084	0.253	0.000
melanoma	PPM1G	SOX10	0.259	0.040	0.219	0.000
melanoma	PPP2R2A	SOX10	0.299	0.048	0.251	0.000
melanoma	SLC39A1	SOX10	0.254	0.128	0.126	0.000
melanoma	SOX10	SOX9	0.458	0.298	0.160	0.000
melanoma	SOX10	TFAP2A	0.414	0.143	0.272	0.000
melanoma	SOX10	ZEB2	0.266	-0.057	0.323	0.000
non_hodgkin_lymphoma	BATF3	IKZF1	0.352	0.205	0.147	0.000
non_hodgkin_lymphoma	BATF3	STAT3	0.302	0.075	0.227	0.000
non_hodgkin_lymphoma	BCL6	CYB561A3	0.286	-0.143	0.429	0.000
non_hodgkin_lymphoma	BCL6	EBF1	0.270	-0.013	0.284	0.000
non_hodgkin_lymphoma	BCL6	MEF2B	0.369	0.039	0.331	0.000
non_hodgkin_lymphoma	BCL6	PAX5	0.248	-0.007	0.254	0.000
non_hodgkin_lymphoma	BCL6	PSMB7	0.171	0.284	-0.113	0.000
non_hodgkin_lymphoma	BCL6	RAC1	0.151	0.270	-0.119	0.000
non_hodgkin_lymphoma	BCL6	SH3GL1	0.265	-0.023	0.287	0.000
non_hodgkin_lymphoma	CCNT1	EBF1	0.331	0.202	0.129	0.000
non_hodgkin_lymphoma	CCNT1	ITSN2	0.284	0.175	0.109	0.000
non_hodgkin_lymphoma	CCNT1	SH3GL1	0.260	0.142	0.118	0.000
non_hodgkin_lymphoma	CD19	CD79A	0.303	0.182	0.121	0.000
non_hodgkin_lymphoma	CD19	CD81	0.366	0.258	0.108	0.000
non_hodgkin_lymphoma	CD19	CYB561A3	0.285	0.129	0.156	0.000
non_hodgkin_lymphoma	CD79A	EBF1	0.268	0.113	0.155	0.000
non_hodgkin_lymphoma	CD79A	PAX5	0.323	0.161	0.162	0.000
non_hodgkin_lymphoma	CD81	SYK	0.369	0.252	0.117	0.000
non_hodgkin_lymphoma	CYB561A3	DENND4A	0.271	0.079	0.193	0.000
non_hodgkin_lymphoma	CYB561A3	EBF1	0.382	0.068	0.314	0.000
non_hodgkin_lymphoma	CYB561A3	MEF2B	0.380	-0.039	0.420	0.000
non_hodgkin_lymphoma	CYB561A3	PAX5	0.387	0.097	0.290	0.000
non_hodgkin_lymphoma	CYB561A3	POU2AF1	0.296	0.070	0.225	0.000
non_hodgkin_lymphoma	CYB561A3	PPP1R32	0.211	0.322	-0.111	0.000
non_hodgkin_lymphoma	CYB561A3	SH3GL1	0.307	0.010	0.297	0.000
non_hodgkin_lymphoma	CYB561A3	TMEM138	0.290	0.461	-0.171	0.000
non_hodgkin_lymphoma	DMXL1	EBF1	0.283	0.148	0.135	0.000
non_hodgkin_lymphoma	DOCK2	ODC1	0.297	0.195	0.101	0.000
non_hodgkin_lymphoma	DOCK2	PAX5	0.329	0.221	0.109	0.000
non_hodgkin_lymphoma	EBF1	EXOC6	0.249	0.143	0.107	0.000
non_hodgkin_lymphoma	EBF1	EZH2	0.270	0.154	0.117	0.000
non_hodgkin_lymphoma	EBF1	FLVCR1	0.265	0.154	0.112	0.000
non_hodgkin_lymphoma	EBF1	FNIP1	0.294	0.133	0.161	0.000
non_hodgkin_lymphoma	EBF1	ITSN2	0.498	0.371	0.127	0.000
non_hodgkin_lymphoma	EBF1	LDLRAP1	0.257	0.148	0.108	0.000
non_hodgkin_lymphoma	EBF1	MBNL1	0.345	0.240	0.105	0.000
non_hodgkin_lymphoma	EBF1	MEF2B	0.387	-0.026	0.413	0.000
non_hodgkin_lymphoma	EBF1	ODC1	0.295	0.159	0.136	0.000
non_hodgkin_lymphoma	EBF1	PAX5	0.635	0.521	0.115	0.000
non_hodgkin_lymphoma	EBF1	POU2AF1	0.391	0.180	0.210	0.000
non_hodgkin_lymphoma	EBF1	POU2F2	0.311	0.102	0.209	0.000
non_hodgkin_lymphoma	EBF1	RHOA	0.271	0.165	0.107	0.000
non_hodgkin_lymphoma	EBF1	SH3GL1	0.437	0.286	0.151	0.000
non_hodgkin_lymphoma	EBF1	SRM	0.271	0.160	0.111	0.000
non_hodgkin_lymphoma	EBF1	TTC7A	0.322	0.124	0.198	0.000
non_hodgkin_lymphoma	FNIP1	POU2AF1	0.310	0.191	0.120	0.000
non_hodgkin_lymphoma	IKZF1	STAT3	0.254	0.080	0.174	0.000
non_hodgkin_lymphoma	IRF4	POU2AF1	0.547	0.652	-0.105	0.000
non_hodgkin_lymphoma	ITSN2	MEF2B	0.327	-0.042	0.369	0.000
non_hodgkin_lymphoma	ITSN2	PAX5	0.346	0.216	0.130	0.000
non_hodgkin_lymphoma	ITSN2	POU2AF1	0.375	0.261	0.114	0.000
non_hodgkin_lymphoma	ITSN2	WAS	0.371	0.270	0.100	0.000
non_hodgkin_lymphoma	MBNL1	PAX5	0.315	0.216	0.100	0.000
non_hodgkin_lymphoma	MEF2B	PAX5	0.358	0.059	0.299	0.000
non_hodgkin_lymphoma	MEF2B	POU2AF1	0.361	0.088	0.273	0.000
non_hodgkin_lymphoma	MEF2B	POU2F2	0.350	0.091	0.259	0.000
non_hodgkin_lymphoma	MEF2B	SH3GL1	0.350	0.023	0.327	0.000
non_hodgkin_lymphoma	MEF2B	TTC7A	0.320	0.044	0.276	0.000
non_hodgkin_lymphoma	NCKAP1L	PAX5	0.329	0.229	0.100	0.000
non_hodgkin_lymphoma	PAX5	POU2AF1	0.320	0.160	0.160	0.000
non_hodgkin_lymphoma	PAX5	POU2F2	0.256	0.084	0.172	0.000
non_hodgkin_lymphoma	PAX5	SH3GL1	0.356	0.190	0.166	0.000
non_hodgkin_lymphoma	POU2AF1	POU2F2	0.352	0.215	0.137	0.000
non_hodgkin_lymphoma	POU2AF1	SH3GL1	0.452	0.351	0.101	0.000
non_hodgkin_lymphoma	POU2AF1	SLC38A1	0.288	0.142	0.146	0.000
non_hodgkin_lymphoma	POU2AF1	TTC7A	0.253	0.095	0.158	0.000
non_hodgkin_lymphoma	POU2F2	SH3GL1	0.295	0.115	0.180	0.000
non_hodgkin_lymphoma	POU2F2	TTC7A	0.252	0.096	0.156	0.000
not_found	ARRDC1	IZUMO4	0.279	0.153	0.126	0.000
not_found	ARRDC1	MFSD10	0.250	0.147	0.103	0.000
not_found	MCCD1	ZDHHC2	0.259	0.159	0.101	0.000
ovary_adenocarcinoma	ARHGAP29	PAX8	0.306	0.165	0.142	0.000
ovary_adenocarcinoma	CCNE1	PAX8	0.281	0.139	0.142	0.000
ovary_adenocarcinoma	MECOM	PAX8	0.364	0.224	0.140	0.000
ovary_adenocarcinoma	PAX8	SOX17	0.305	0.188	0.117	0.000
peripheral_nervous_system	ADGRF3	TMEM210	0.256	0.120	0.135	0.000
peripheral_nervous_system	ALK	MYCN	0.290	0.151	0.139	0.000
peripheral_nervous_system	ASCL1	MYCN	0.300	0.068	0.232	0.000
peripheral_nervous_system	ASCL1	PHOX2A	0.299	0.067	0.231	0.000
peripheral_nervous_system	ATP5MF	CYRIA	0.146	0.255	-0.109	0.000
peripheral_nervous_system	BTBD17	TMEM210	0.249	0.085	0.164	0.000
peripheral_nervous_system	C1QTNF3	HAND2	0.155	0.255	-0.100	0.000
peripheral_nervous_system	CCL21	TMEM210	0.260	0.133	0.128	0.000
peripheral_nervous_system	COQ10A	FGF22	0.288	0.157	0.131	0.000
peripheral_nervous_system	CYP21A2	TCTN2	0.297	0.169	0.128	0.001
peripheral_nervous_system	CYP21A2	TRIM67	0.252	0.122	0.131	0.000
peripheral_nervous_system	CYRIA	DNAJC27	0.171	0.275	-0.103	0.000
peripheral_nervous_system	CYRIA	LPIN1	0.115	0.249	-0.134	0.000
peripheral_nervous_system	CYRIA	MYCN	0.390	0.184	0.206	0.000
peripheral_nervous_system	CYRIA	ZNF257	0.171	0.270	-0.100	0.000
peripheral_nervous_system	DECR1	KDM1A	0.256	0.134	0.122	0.001
peripheral_nervous_system	DMRT1	TNFRSF11A	0.268	0.124	0.144	0.000
peripheral_nervous_system	DUSP3	RDH14	0.291	0.190	0.101	0.001
peripheral_nervous_system	EFNA2	PRCD	0.249	0.111	0.138	0.001
peripheral_nervous_system	EFNA2	TMEM210	0.315	0.174	0.142	0.001
peripheral_nervous_system	FGF22	PRCD	0.304	0.169	0.135	0.000
peripheral_nervous_system	GATA3	HAND2	0.301	0.139	0.162	0.000
peripheral_nervous_system	GATA3	ISL1	0.258	0.104	0.154	0.000
peripheral_nervous_system	GDF3	ZNF667	0.258	0.152	0.106	0.001
peripheral_nervous_system	GDF9	PCNX2	0.268	0.126	0.141	0.000
peripheral_nervous_system	GFRA3	HAND2	0.139	0.249	-0.110	0.000
peripheral_nervous_system	GHSR	HAND2	0.162	0.269	-0.108	0.000
peripheral_nervous_system	GIMAP1	HAND2	0.141	0.249	-0.108	0.000
peripheral_nervous_system	GJC1	MYCN	0.264	0.108	0.156	0.000
peripheral_nervous_system	HAND2	ISL1	0.408	0.030	0.378	0.000
peripheral_nervous_system	HAND2	MED12L	0.151	0.257	-0.105	0.000
peripheral_nervous_system	HAND2	MYCN	0.391	-0.130	0.522	0.000
peripheral_nervous_system	HAND2	PHOX2B	0.317	0.085	0.233	0.000
peripheral_nervous_system	HAND2	SIAH3	0.141	0.258	-0.117	0.000
peripheral_nervous_system	HAND2	SLC35G6	0.142	0.251	-0.109	0.000
peripheral_nervous_system	HAND2	SOX11	0.291	0.065	0.226	0.000
peripheral_nervous_system	HAND2	TFAP2B	0.252	0.075	0.177	0.000
peripheral_nervous_system	HAND2	TSPYL5	0.172	0.282	-0.110	0.000
peripheral_nervous_system	HAND2	ZNF577	0.158	0.259	-0.101	0.000
peripheral_nervous_system	HDAC2	ISL1	0.250	-0.054	0.304	0.000
peripheral_nervous_system	HDAC2	MYCN	0.351	0.170	0.181	0.000
peripheral_nervous_system	HDAC2	TFAP2B	0.389	0.277	0.112	0.000
peripheral_nervous_system	HELB	PCNX2	0.265	0.151	0.114	0.000
peripheral_nervous_system	HELB	TMEM210	0.285	0.138	0.147	0.000
peripheral_nervous_system	HOXB8	MYCN	0.148	0.265	-0.117	0.000
peripheral_nervous_system	IGF2BP1	MYCN	0.292	0.154	0.137	0.000
peripheral_nervous_system	IRS2	MYCN	0.342	0.161	0.182	0.000
peripheral_nervous_system	IRS2	PHOX2A	0.254	0.080	0.175	0.000
peripheral_nervous_system	ISL1	LDB1	0.282	0.051	0.230	0.000
peripheral_nervous_system	ISL1	LIN28B	0.291	-0.021	0.312	0.000
peripheral_nervous_system	ISL1	MYCN	0.463	-0.052	0.515	0.000
peripheral_nervous_system	ISL1	PHOX2B	0.261	-0.014	0.275	0.000
peripheral_nervous_system	ISL1	SOX11	0.289	0.012	0.277	0.000
peripheral_nervous_system	ISL1	TFAP2B	0.350	0.028	0.323	0.000
peripheral_nervous_system	LDB1	MYCN	0.266	0.031	0.234	0.000
peripheral_nervous_system	LIN28B	MYCN	0.272	0.023	0.248	0.000
peripheral_nervous_system	MAB21L1	PHOX2A	0.271	0.066	0.205	0.000
peripheral_nervous_system	MBD3	MYCN	0.322	0.176	0.146	0.000
peripheral_nervous_system	MBOAT2	TMEM210	0.305	0.186	0.120	0.000
peripheral_nervous_system	MICOS10	MYCN	0.268	0.131	0.138	0.000
peripheral_nervous_system	MICOS13	MYCN	0.263	0.136	0.127	0.000
peripheral_nervous_system	MSI2	MYCN	0.296	0.161	0.135	0.000
peripheral_nervous_system	MT1M	MYCN	0.107	0.281	-0.174	0.000
peripheral_nervous_system	MT1X	MYCN	0.210	0.316	-0.106	0.000
peripheral_nervous_system	MYCN	MYOD1	0.117	0.308	-0.191	0.000
peripheral_nervous_system	MYCN	MYT1	0.273	0.004	0.269	0.000
peripheral_nervous_system	MYCN	NUDT17	0.167	0.282	-0.115	0.000
peripheral_nervous_system	MYCN	PAX3	0.116	0.255	-0.139	0.000
peripheral_nervous_system	MYCN	PCDHA8	0.139	0.267	-0.128	0.000
peripheral_nervous_system	MYCN	PCDHGA10	0.161	0.261	-0.101	0.000
peripheral_nervous_system	MYCN	PHOX2A	0.389	0.055	0.334	0.000
peripheral_nervous_system	MYCN	PHOX2B	0.307	-0.010	0.316	0.000
peripheral_nervous_system	MYCN	RAP2A	0.272	0.163	0.109	0.000
peripheral_nervous_system	MYCN	RHOB	0.260	0.160	0.100	0.000
peripheral_nervous_system	MYCN	SGSH	0.110	0.266	-0.156	0.000
peripheral_nervous_system	MYCN	SOX11	0.433	0.018	0.415	0.000
peripheral_nervous_system	MYCN	SOX8	0.144	0.265	-0.122	0.000
peripheral_nervous_system	MYCN	TFAP2B	0.312	0.139	0.173	0.000
peripheral_nervous_system	MYCN	THOC1	0.143	0.250	-0.107	0.000
peripheral_nervous_system	MYCN	TMEM254	0.135	0.248	-0.114	0.000
peripheral_nervous_system	MYCN	TMEM80	0.131	0.248	-0.118	0.000
peripheral_nervous_system	MYCN	TRIB2	0.170	0.288	-0.118	0.000
peripheral_nervous_system	MYCN	ZNF486	0.159	0.271	-0.113	0.000
peripheral_nervous_system	P2RX2	PRCD	0.268	0.153	0.115	0.000
peripheral_nervous_system	P2RX2	TMEM210	0.267	0.143	0.124	0.001
peripheral_nervous_system	PCNX2	TMEM210	0.275	0.163	0.112	0.000
peripheral_nervous_system	PRCD	TCTN2	0.257	0.132	0.125	0.000
peripheral_nervous_system	PRCD	TRIM67	0.271	0.149	0.122	0.000
plasma_cell	ADSS2	IRF4	0.271	0.146	0.125	0.000
plasma_cell	ADSS2	POU2AF1	0.304	0.200	0.104	0.000
plasma_cell	AFF1	IRF4	0.278	0.122	0.156	0.000
plasma_cell	AFF1	NFKB1	0.252	0.101	0.151	0.000
plasma_cell	ALG12	HERPUD1	0.358	0.217	0.141	0.000
plasma_cell	ALG12	MANF	0.288	0.169	0.119	0.000
plasma_cell	ALG12	PRDM1	0.261	0.023	0.238	0.000
plasma_cell	ALG12	UBE2J1	0.268	0.126	0.142	0.000
plasma_cell	ARHGAP45	HERPUD1	0.284	0.151	0.133	0.000
plasma_cell	ARHGAP45	MANF	0.255	0.137	0.118	0.000
plasma_cell	ARHGAP45	MEF2C	0.337	0.227	0.110	0.000
plasma_cell	ARHGAP45	POU2AF1	0.288	0.168	0.120	0.000
plasma_cell	ATP1B3	IRF4	0.442	0.337	0.106	0.000
plasma_cell	ATP1B3	PIM2	0.268	0.068	0.200	0.000
plasma_cell	ATP1B3	POU2AF1	0.398	0.254	0.144	0.000
plasma_cell	ATP1B3	PRDM1	0.266	0.093	0.173	0.000
plasma_cell	ATP1B3	ZNF296	0.249	0.134	0.115	0.000
plasma_cell	ATP2C1	FURIN	0.395	0.294	0.101	0.000
plasma_cell	ATP2C1	HERPUD1	0.254	0.022	0.232	0.000
plasma_cell	ATP2C1	PIM2	0.297	0.040	0.257	0.000
plasma_cell	ATP2C1	TCF3	0.280	0.095	0.185	0.000
plasma_cell	ATP6V0A2	MEF2C	0.218	0.326	-0.108	0.000
plasma_cell	ATXN7	MEF2C	0.254	0.104	0.150	0.000
plasma_cell	BCL2	IRF4	0.271	0.092	0.178	0.000
plasma_cell	BCL2	POU2AF1	0.269	0.121	0.148	0.000
plasma_cell	BCL2	TCF3	0.297	0.188	0.109	0.000
plasma_cell	BCL6	POU2AF1	0.150	0.311	-0.161	0.000
plasma_cell	CARM1	MEF2C	0.295	0.165	0.130	0.000
plasma_cell	CARM1	POU2AF1	0.312	0.161	0.151	0.000
plasma_cell	CBFB	IRF4	0.308	0.198	0.110	0.000
plasma_cell	CCM2	IRF4	0.258	0.136	0.122	0.000
plasma_cell	CCM2	TCF3	0.269	0.158	0.111	0.000
plasma_cell	CCND2	IRF4	0.374	0.125	0.249	0.000
plasma_cell	CCND2	MAF	0.266	-0.042	0.308	0.000
plasma_cell	CCND2	MTA2	0.250	0.142	0.108	0.000
plasma_cell	CCND2	NFKB1	0.299	0.075	0.225	0.000
plasma_cell	CCND2	NFKB2	0.292	0.163	0.129	0.000
plasma_cell	CCND2	PIM2	0.306	0.025	0.281	0.000
plasma_cell	CCND2	POU2AF1	0.279	0.008	0.271	0.000
plasma_cell	CCND2	PRDM1	0.253	-0.001	0.255	0.000
plasma_cell	CCND2	RELB	0.254	0.059	0.196	0.000
plasma_cell	CHUK	IRF4	0.300	0.142	0.157	0.000
plasma_cell	CHUK	NFKB1	0.403	0.218	0.185	0.000
plasma_cell	CHUK	PIM2	0.255	0.066	0.189	0.000
plasma_cell	CHUK	POU2AF1	0.268	0.074	0.195	0.000
plasma_cell	CHUK	RELB	0.446	0.288	0.158	0.000
plasma_cell	CNPY2	HERPUD1	0.252	0.042	0.210	0.000
plasma_cell	COLCA2	NFKB1	0.252	0.112	0.140	0.000
plasma_cell	CPEB4	HERPUD1	0.267	0.119	0.147	0.000
plasma_cell	CTBP1	POU2AF1	0.256	0.120	0.136	0.000
plasma_cell	DLST	IRF4	0.305	0.177	0.128	0.000
plasma_cell	DLST	MEF2C	0.285	0.175	0.110	0.000
plasma_cell	DLST	POU2AF1	0.259	0.118	0.141	0.000
plasma_cell	DMXL1	HERPUD1	0.264	0.024	0.240	0.000
plasma_cell	DMXL1	IRF4	0.277	0.073	0.205	0.000
plasma_cell	DMXL1	MEF2C	0.283	0.161	0.122	0.000
plasma_cell	DMXL1	POU2AF1	0.366	0.218	0.148	0.000
plasma_cell	DMXL1	PRDM1	0.290	0.044	0.246	0.000
plasma_cell	DMXL1	TCF3	0.254	0.120	0.133	0.000
plasma_cell	DNAJB11	HERPUD1	0.287	0.136	0.151	0.000
plasma_cell	DPM2	HERPUD1	0.351	0.175	0.176	0.000
